retained_data,mean,std
0.5,95.37552651460484,0.7
0.6,92.84161334475907,0.9
0.7,91.12201822951694,0.9
0.8,89.73503652410145,0.7
0.9,88.79844947088918,0.8
1.0,87.85851249188208,0.9
