retained_data,mean,std
0.5,89.81101313374596,0.6
0.6,88.20880358604539,0.5
0.7,88.67156209245978,0.5
0.8,88.3554739574559,0.5
0.9,88.26438144807636,0.5
1.0,87.48948402164251,0.6
