retained_data,mean,std
0.5,87.7653697027395,1.1
0.6,86.29581740991412,1.3
0.7,85.37533171580017,1.2
0.8,84.60957109993197,1.2
0.9,84.51952536111276,1.4
1.0,84.98894869973235,1.0
