retained_data,mean,std
0.5,90.50087157323037,1.1
0.6,89.27465772369939,0.8
0.7,87.98128411710026,1.0
0.8,86.90757174461723,0.8
0.9,85.8656455334597,1.0
1.0,86.05092622000835,1.2
