retained_data,mean,std
0.5,84.69111482898622,1.2
0.6,84.80000240671389,1.1
0.7,84.74939574019838,1.3
0.8,84.64244653558231,1.1
0.9,84.86491640995733,1.0
1.0,84.75539927127676,0.9
