retained_data,mean,std
0.5,74.1115282530884,1.2
0.6,73.98926352594685,1.1
0.7,74.31505347450982,1.3
0.8,73.63684036945445,1.1
0.9,73.70576881316478,1.0
1.0,74.44604600876292,0.9
