retained_data,mean,std
0.5,87.1431711534417,1.3
0.6,84.93029656023879,1.4
0.7,82.88382528204772,1.4
0.8,81.23390412356164,1.3
0.9,80.87747459924013,1.2
1.0,79.40399028140253,1.4
